fsd_no;fsd_vr;fsd_id;q1_1;q1_2;q1_3;q1_4;q1_5;q1_6;q1_7;q1_8;q1_9;q1_10;q1_11;q1_12;q1_13;q1_14;q1_15;q1_16;q1_17;q1_18;q1_19;q1_20;q1_21;q1_22;q1_23;q1_24;q1_25;q1_26;q1_27;q1_28;q2;q3;q3_1;q3_2;q3_3;q3_4;q3_5;q3_6;q3_7;q4_0;q4_1;q4_2;q4_3;q5;q6;q7_0;q7_1;q7_2;q7_3;q7_4;q8a;q8b;q9a;q9b;q10;q11;q12;q13;q14;q15_1;q15_2;q15_3;q15_4;q15_5;q15_6;q15_7;q15_8;q15_9;q15_10;q15_11;q15_12;q15_13;q15_14;q15_15;q15_16;q15_17;q15_18;q15_19;q15_20;q15_21;q15_22;q15_23;q15_24;q15_25;q15_26;q15_27;q16_1_0;q16_1_1;q16_1_2;q16_1_3;q16_1_4;q16_1_5;q16_1_5a;q16_2_0;q16_2_1;q16_2_2;q16_2_3;q16_2_3b;q16_2_4;q16_2_5;q16_2_6;q16_2_6a;q17;q18;q19;q20;q21;q22;q23;q24;q25;q26;q27;q28;q29_1;q29_2;q29_3;q29_4;q29_5;q29_6;q29_7;q29_8;q29_9;q30;q31;q32;q33;q34;q35;q36_1;q36_2;q37;q38_0;q38_1;q38_2;q38_3;q38_4;q38_5;q38_6;q38_7;q38_8;q39_0;q39_1;q39_2;q39_3;q39_4;q39_5;q39_6;q39_7;q39_7a;q40_1;q40_2;q41_1;q41_2;q41_3;q42;q43;q44;q45;q46;q47_1;q47_2;q47_3;q48;q49_1;q49_2;q49_3;q49_4;q49_5;q49_6;q49_7;q49_8;q49_9;q49_10;q49_11;q49_12;q49_13;q50;q51;q52;q53_1;q53_2;q53_3;q53_4;q53_5;q53_6;q54;q55;q56;q57;q58;q59;q60;q61;q62;q63;q64_1;q64_2_1;q64_2_2;q64_2_3;q64_2_4;q64_2_5;q64_2_6;q64_2_7;q65_0;q65_1;q65_2;q65_3;q65_4;q65_4a;q65_5;q65_6;q65_7;q65_8;q66;q67;q68;q69;q70;q71;q72;q73_1;q73_2;q73_3;q73_4;q73_5;q73_6;q73_7;q74;q75;q76;q77;q78;q79;q80;q81;q82_1;q82_2;q82_3;q82_4;q82_5;q83_1;q83_2;q83_3;q83_4;q83_5;q83_6;q83_7;q83_8;q83_9;q84;q85;q86;q87;q88;q89;q90;q91;q92_1;q92_2;q92_3;q93_1_1;q93_1_2;q93_1_3;q93_2_1;q93_2_2;q93_2_3;q93_2_4;q93_3_1;q93_3_2;q94_1;q94_2;q94_3;q95;q96_1_1;q96_1_2;q96_2_1;q96_2_2;q96_3_1;q96_3_2;q96_4_1;q96_4_2;q96_5_1;q96_5_2;q96_6_1;q96_6_2;q96_7_1;q96_7_2;q96_8_1;q96_8_2;q96_9_1;q96_9_2;q97_0;q97_1;q97_2;q97_3;q97_4;q97_5;q97_6;q97_7;q97_8;q97_9;q97_10;q98;q99_1;q99_2;q100_0;q100_1;q100_2;q100_3;q100_4;q100_4a;q101;q102;q103;q104_1;q104_2;q104_3;q104_4;q104_5;q104_6;q104_7;q104_8;q104_9;q104_10;q104_11;q104_12;q104_13;q105;q106_0;q106_1;q106_2;q106_3;q106_4;q107;q108;q109;q110;q111;q112;sukupuol;kieliluo;pal
2326;2;2456;0;0;0;0;0;0;0;0;0;0;0;0;1; ;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0; ;163; ;57;3;1;0;7;3;1;1;1;1;1;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ;3;2;2;2;2;1;2;2;1;1;1;2;5;5;7;6;6;6;6;6;6;1;1;1;1;1; ;1;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0; ;0;0;2;3;3;0;0;1;0;8;3;1;3;3;4;3;2;1;3;0;1;3;3;1;1;3;0;1;1;1;0;0;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;1;0;0;0;0; ;0;0;0;0;0;2;2;1;1;0;0;4;4;4;4;4;4;3;2;147;1;2004;2;1;2;3;1;1;1;1;1;0;0;0;0;1;1;0;0;0;4;2;2;2;0;1;3;3;73;13;4;4;2;1;0;0;0; ;2;1;1;1;2;3;2;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0; ;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;1;0;0;0;0;3;18;1;2;1;1
2326;2;2457; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;0;0;1;0;0;0;0;1;0;0;0;1;2;1;0;0;0;0; ;169; ;50;2;2;0;7;3;2;1;2;2;1;1;0;0;1;0;1;1;2;1;2;1;1;0;0;0;0;1;1;2;1;1; ;0;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ;3;2;4;3;3;4;2;2;3;2;2;2;4;3;6;6;4;6;5;4;4;2;2;0;1;2;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0; ;0;0;2;3;2;2;0;2;0;2;4;0;0;1;2;0;1;0;0;2;3;1;0;0;0;0;0;1;2;2;0;0;0;0;0;0;2;0;0;0;1;0;2;1;0;0;0; ; ; ; ; ; ; ;1;0;0;0;0; ;0;0;0;0;0;2;1;0;0;0;0;4;3;3;2;2;2;3;1;25;1;2006;2;1;2;2;3;3;3;1;3;1;1;2;3;3;3;2;2;1;1;0;2;1;1;1;3;2;7;6;2;0;0; ;0;0;0; ;0; ;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0; ; ;1;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;6;1;2;1;0
2326;2;2458;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0; ;164; ;62;3;0;0;8;1;1;0;1;1;1;0;1;0;3;0;1;0;1;0;1;1;0;0;1;0;0;1;1;1;1;1;0;0;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ;3;3;2;2;2;2;3;2;3;3;2;2;4;5;6;5;5;6;4;6;6;2;2;1;1;4;7;1; ;3;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0; ;0;0;2;3;2;0;2;2;0;1;10;2;0;1;4;3;3;3;3;0;1;0;1;0;0;2;0;2;1;2;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;1;0;0;0;0; ;0;0;0;0;0;2;1;0;2;0;0;3;3;3;2;2;3;2;2;38;2;2008;2;0;3;2;0;0;0;2;2;1;1;2;3;1;1;1;2;1;1;0;0;3;1;0;4;3;4;4;3;6;6;0;0;0;0; ;0; ;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;2;0;0;1;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;13;1;2;1; 
2326;2;2459;0;0;0;0;0;0;0;0;0;0;1;0;0;0; ;1;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;179; ;82; ;3;1;0;9;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;1;0;0;0; ;0;0;0; ;2;2;1;2;2;2;2;1;2;2;1;1;6;4;6;6;6;5;5;5;5;2;2;0;0;3;2;0; ;3;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0; ;0;0;2;3;3;1;2;2;2;0;1;1;2;4;1;2;2;2;3;0;1;0;0;1;1;0;0;1;2;2;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;1;0;0;0;0; ;0;0;0;0;0;2;1;0;1;0;0;2;3;2;1;1;3;2;4;164;1; ;2;1;3;3;2;2;0;3;0;0;0;1;2;1;1;0;1;0;3;0;2;2;0;1;4;0;3;3;6;5;2;0;4;4;4;0;0; ;1;1;1;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;4;4;3;0;1;1;1;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0; ; ;4;12;3;1;1;1
2326;2;2460;0;0;0;0;0;0;0;1;1;0;0;0;1; ;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;2;0;1;0;0;0;0;0;0;1;1;0;3;2;0;1;0;0;0; ;173; ;101;5;2;1;7;2;1;1;1;0;3;0;1;0;1;1;1;0;0;0;3;1;0;0;0;0;0;1;1;2;2;2;0;0;1;0;0;1;0; ; ; ; ; ; ; ; ; ; ;3;3;4;4;3;3;3;3;4;4;3;3;4;3;6;6;6;6;4;4;4;1;1;1;2;3;2;1; ;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0; ;0;0;3;3;2;1;2;2;0;2;0;0;0;0;2;2;1;2;0;0;1;0;0;0;0;2;0;1;1;1;0;0;0;0;2;0;1;2;1;0;0;0;1;0;0;0;1;2; ; ; ; ; ; ;1;0;0;0;0; ;0;0;0;0;0;2;2;3;0;3;0;2;4;4;3;3;3;3;4;134;3;2005;2;2;4;1;3;0;0;2;2;2;2;3;2;1;0;0;3;2;3;0;2;0;1;1;2;0;7;5;7;3;3;1; ; ; ; ;2;0;1;0;1;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;1;0;0;0;1;0; ;0;0;0;2;2;0;2;1;2;2;2;2;2;2;2;1;1;0;1;0;0;0;0;0;0;3;13;2;2;1; 
2326;2;2461;0;0;0;0;0;1;0;0;0;0;0;0;1; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2; ;0;1;0;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0; ;164; ;57;3;1;0;7;2;1;1;1;1;0;2;1;0;2;2;1;2;0;0;1;1;0;0;0;0;1;2;3;2;1;2; ;0;0;1;0;0;0; ; ; ; ; ; ; ; ; ; ;4;4;4;1;3;2;2;2;3;3;3;2;4;4;7;7;6;7;7;6;4;2;2;1;1;3;4;1; ;2;0;1;1;0;0;0;0;1;0;0;1;1;1;0;0;1;0;K39A:1236;0;0;2;3;2;0;2;1;0;2;4; ; ;4;1;4;3;0;3;1;1;0;0;1;0;4;0;2;3;1; ; ;4; ; ; ;2;2;1;0;1;0;2;1;0;2;0; ; ; ; ; ; ; ;1;0;0;0;0; ;0;0;0;0;0;2;1;0;3;1;0;1;3;4;3;3;3;4;1;50;1;2006;1;1;3;1;2;3;3;2;2;1;0;1;2;1;2;1;0;0;1;0;2;4;1;1;4;0;6;4;6;2;0;0; ; ; ; ; ; ;0;1;1;3;1;0;2;0;2;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;1;1;0;1;1;1;0; ;1;0;1;0;0;1;0;0;2;1;0;2;2;2;2;1;1;0;1;0;0;0;0;1;0;3;11;3;2;1; 
2326;2;2462;0;0;1;0;0;0;0;0;0;0;0;0;0;0; ;1;0;0;1;0;0;0;0;0;0;0;0;0;2;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;183; ;85; ;4;1;0;7;2;0;0;1;2;2;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0; ; ; ; ; ; ; ;1;0;0;0; ;0;0;0; ;2;3;2;2;3;3;3;2;3;2;2;2;5;5;4;4;5;5;4;4;4;1;1;0;0;4;6;2;5;3;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0; ;0;0;2;3;2;0;2;1;1;3;6;0;0;1;0;3;0;0;1;0;1;2;2;0;0;1;0;1;1;1;2;0;0;0;5;0;2;3;3;1;1;0;1;1;2;2;0; ; ; ; ; ; ; ;0;1;0;0;0; ;0;0;0;0;0;2;1;1;0;0;0;3;4;4;3;3;3;3;3;163;1; ;2;1;3;2;2;0;0;1;2;0;1;1;1;1;1;1;1;1;1;0;2;1;1;0;2;0;4;5;2;2;2;1;15;1;1;1;1;0;1;0;1;2;2;0;0;3;2;2;0;1;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;2;2;1;0;0;0;0; ;0;0;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0; ; ;3;18;1;1;1;0
2326;2;2463;0;0;0;0;0;0;0;0;0;0;0;0;0; ;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;4;0;0;0;1;0;0;0;0;0;1;0;2;2;0;1;0;0;0; ;164; ;56;3;1;0;8;2;3;2;2;2;0;0;0;0;1;0;0;0;2;3;2;2;2;0;0;0;0;2;2;2;2;2;0;0;1;1;0;0;0; ; ; ; ; ; ; ; ; ; ;3;4;2;2;3;2;3;3;3;2;2;2;4;7;7;7;7;7;7;6;6;2;2;1;2;5;18;1; ;2;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0; ;0;0;1;3;2;0;1;1;0;3;5;1;0;2;5;5;4;3;3;0;2;2;2;2;1;5;1;1;2;1; ; ;4; ; ; ;3;0;1;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;1;0;0;0;0; ;0;0;0;0;0;2;2;1;0;0;0;4;4;4;4;4;4;4;2;10;2;2006;2;2;3;0;0;0; ;1;1;0;0;0;0;1;0;0;0;0;4;1;2;3;0;0;4;2;10;11;17;12;12;1; ; ; ; ; ; ;1; ; ;2;2;2;0;0;2;2;2;2;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1;1;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;1;4;12;2;2;1;0
2326;2;2464;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0; ;176; ;64;3;1;0;8;2;1;1;1;3;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;HIIVASIENI; ; ; ; ; ; ; ; ; ;2;1;2;2;1;1;2;2;3;1;1;2;6;4;7;7;5;7;6;6;7;2;2;0;3;5;9;0;1;2;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0; ;2; ;2;3;3;0;2;1;0;2;7;0;0;1;1;2;0;0;0;0;2;1;2;0;0;4;0;1;1;1;0;0;2;0;0;1;1;2;1;1;1;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0;0; ;0;1;0;0;0;2;0;0;3;0;0;4;4;4;3;3;3;3;2;89;1;2006;2;2;2;2;3;0;3;1;1;1;0;0;1;1;1;1;0;0;3;0;2;2;0;1;4;3;3;3;10;0; ; ;0; ; ; ;1;1;0;0;1;1;1;0;0;3;2;0; ;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;1; ; ; ; ; ; ;1;5;0;1;0;0;0;0;2;2;2;2;2;2;0;0;1;0;1;0;0;0;0;0;0;1;12;6;2;1;1
2326;2;2465;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;4;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0; ;162; ;56;4;2;0;9;2;2;0;2;3;1;1;1;0;0;0;0;0;1;1;1;0;0;2;2;0;0;2;2;1;1;1; ;0;0;1;0;1;0; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;1;6;4;5;5;4;5;5;5;6;2;2;1;3;4;10;1;2;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0; ;2;0;1;2;3;0;2;2;0;0;2;0;0;4;2;2;0;1;1;2;0;0;0;0;0;2;2;1;3;2;0;0;2;0;1;1;2;2;2;1;1;0;1;1;4;4;1; ; ;2;2; ; ; ;1;0;0;0;0; ;0;0;0;0;0;2;1;0;3;0;0;4;3;4;2;2;2;2;2;92;1;2006;2;2;2;2;1;0;0;1;2;3;1;2;2;3;2;1;1;1;3;0;2;3;1;1;3;1;5;5;7;4;1;1;8;2;2;1;0; ;1;1;2;3;2;0;0;0;1;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;4;3;0;1;1;1;0; ;0;0;2;0;0;0;2;0;2;1;2;2;1;2;2;1;2;0;0;1;0;0;0;1;1;1;12;4;2;1; 
2326;2;2466;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0; ;162; ;66;4;1;1;8;2;1;0;2;2;0;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0; ;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ;2;2;2;2;3;2;2;2;2;1;1;2;6;6;7;7;6;7;7;4;6;2;2;0;2;4;9;1;3;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0; ;0;0;3;3;2;0;2;1;0;0;2;2;0;1;4;3;2;3;3;0;2;0;1;1;0;2;1;1;2;1;0;0;1;0;2;0;3;0;2;0;0;0;0;1;0;0;0; ; ; ; ; ; ; ;1;0;0;0;0; ;0;0;0;0;0;2;1;0;3;0;0;4;3;4;3;2;1;4;2;60;1;2007;1;1;2;1;4;0;0;1;4;1;0;1;1;1;1;0;0;0;1;0;3;3;1;1;4;3;5;4;9;3;0;0;0;0;0; ;0; ;1;1;1;3;1;0;2;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;2;0;1;0;0;0; ;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;1;1;2;12;1;2;1;1
2326;2;2467;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0; ;162; ;64;3;1;0;8;2;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1;1;2;2;1;1;1;2;5;5;5;5;5;5;6;6;5;2;2;1;3;3;3;1;2;2;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0; ;0;0;2;3;3;0;2;1;1;0;2; ; ;1;2;3;2;3;2;0;1;1;1;0;0;3;1;1;2;1;0;0;1;0;1;0;3;0;1;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;1;0;0;0;0; ;0;0;0;0;0;2;2;0;2;0;0;4;4;3;3;3;2;2;4;225;2; ;2;1;3;2;1;1;0;1;1;0;0;0;0;0;0;0;0;0;3;0;2; ;0;2;4;1;4;5;12;0;0;0;24;6;6;1;0;0;1;0;0;2;2;3;0;0;2;0;0;1;0; ;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;0;1;1;0;0; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;12;3;2;1;0
2326;2;2468;0;0;0;0;0;0;0;0;0;0;1;0;0; ;0;0;0;0;0;0;0;1;0;1;0;1;0;0;3;4;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0; ;181; ;70;3;0;2;8;4;2;3;2;3;1;1;3;3;3;2;1;1;2;0;2;3;2;3;3;0;1;2;3;2;3;3; ;0;1;1;0;1;0; ; ; ; ; ; ; ; ; ; ;3;1;2;2;2;2;2;1;2;2;2;2;5;3;7;6;7;6;4;6;4;1;1;1;3;5;4;2;3;3;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0; ;0;0;1;2;3;2;2;2;3;1;0;3;0;1;3;3;3;1;0;0;2;1;2;0;1;4;1;1;3;3;7;0;0;0;0;3;3;4;3;3;3;3;3;3;4;4;1;3; ;3;3; ;3;3;0;0;1;0;0; ;0;0;0;0;0;2;0;0;3;3;0;3;4;3;2;3;4;2;1;10;1;2008;1;1;4;2;0;0;1;1;1;1;2;1;1;1;1;2;1;0;3;0;2;4;1;1;4;1;5;2;7;4;0;0;0;0;0;0;1;0;0;1;1;4;1; ;0;3;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;2;2;0;1;1;1;0; ;0;0;0;1;2;2;2;2;2;1;0;1;2;2;1;0;2;0;0;0;1;0;1;1;0;1;12;5;2;1; 
2326;2;2469;0;0;0;0;0;0;0;0;0;0;1;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;1;0;0;1;2;1;0;0;0;0; ;159; ;56;3;1;0;8;2;1;1;1;1;0;0;0;0;1;0;0;0;1;0;2;1;0;0;2;0;2;2;2;2;1;1; ;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;1;2;1;1;2;2;1;5;4;5;4;6;6;6;5;6;2;2;0;1;2;5;2;6;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0; ;1;0;2; ;0;1;1;2;0;0;5;0;0;1;1;0;0;3;1;0;2;0;0;0;0;3;0;1;1;2;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0; ; ; ; ; ; ; ;1;0;0;0;0; ;0;0;0;0;0;2;0;0;3;0;0;4;4;3;2;2;2;3;2;80;2;2007;2;1;3;2;1;0;2;2;0;0;0;0;2;1;0;0;1;0;1;0;2;1;2;0;3;3;7;7;4;0; ; ;25;12; ;0;0; ;1;1;1;2;2;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;1;1;0;0; ;1;0;2;2;0;0;0;0;0;0;1;1;1;2;0;0;0; ; ; ; ; ;0;1;0;3;12;2;2;1; 
2326;2;2470;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0; ;159; ;49;2;1;0;10;2;0;3;3;1;0;0;2;0;2;0;0;0;0;0;1;1;0;1;1;1;0;2;2;1;2;2; ;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ;3;4;2;3;3;3;3;3;4;3;3;3;3;4;5;6;6;6;3;4;4;1;1;1;1;2;2;1;3;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0; ;0;0;2;2;3;0;1;2;1;2;3;1;0;2;1;1;0;2;1;1;3;1;1;1;1;4;0;1;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;1;0;0;0;0; ;0;0;0;0;0;2;2;0;2;0;0;4;3;3;3;2;4;3;1;16;1;2008;1;0;2;2;0;0;0;2;3;2;0;2;1;2;2;1;1;1;2;0; ;4;0;0;2;0;1;4;6;0; ; ;1;8;0;0;0; ;1;1;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;1;1;0; ;0;0;0;0;0;0;0;0;0;2;1;2;2;2;2;1;0;1;0;0;0;0;0;0;0;1;12;2;2;1;1
2326;2;2471;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;0; ;160; ;53;3;1;0;9;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;2;0;0;1;0;0;2;0;1;1;0;1;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ;2;1;2;1;2;1;1;2;2;2;1;1;7;4;6;5;6;6;6;6;6;2;2;0;1;1; ;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0; ;0;0;2;2;3;0;1;2;0;0;3;2;0;1;1;0;1;1;0;0;2;0;0;1;0;2;0;1;1;1;0;0;0;0;3;0;2;1;0;0;0;0;1;0;0;0;0; ; ; ; ; ; ; ;1;0;0;0;0; ;0;0;0;0;0;2;0;0;2;0;0;4;4;3;3;3;4;3;1;30;1;2007;2;2;3;2;2;0;0;1;2;0;0;0;0;0;0;0;0;0;3;0;2;2;0;2;4;0;4;3;4;2;0;0;0;0;0; ;0; ;0;1;1;3;1;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;4;4;1;0;0;0;0; ;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;3;12;3;2;1;1
2326;2;2472;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;4;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0; ;171; ;75;3;1;1;10;2;1;1;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2; ;0;0;1;0;0;0; ; ; ; ; ; ; ; ; ; ;3;2;3;3;2;3;3;3;3;3;3;2;7;5;7;6;4;6;6;6;4;2;2;0;1;4;3;1;3;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0; ;0;0;2;3;3;0;1;2;0;2;2; ; ;2;1;1;1;2;1;1;1;0;0;0;1;2;0;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0; ; ; ; ; ; ; ;1;0;0;0;0; ;0;0;0;0;0;2;2;0;3;0;0;4;4;4;2;2;2;2;2;48;1;2007;2;1;2;3;1;1;0;1;1;1;0;1;1;1;0;1;1;1;1;0;3;4;1;1;4;2;4;8;4;0;0;0;0;0;0; ;1;1;0;1;1;2;2;1;0;3;2;3;1;3;1;0;1;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;1;1;0;1;2;3;0;0;0;1;0; ;1;0;0;2;0;0;0;2;0;0;2;2;2;2;2;2;0;1;0;0;0;0;0;1;0;2;12;2;2;1;1
